ra,dec,class,subclass,z,plate,mjd,fiberID
214.62286,3.0849094,STAR,WD,-0.0009690781,584,52049,289
214.86391,3.5879913,STAR,F9,-0.0002259508,584,52049,292
214.73791,3.3763275,STAR,O,0.003981504,584,52049,297
214.45669,4.0961318,STAR,M6,-5.979499e-05,584,52049,302
214.51951,4.1393771,STAR,WD,-4.154173e-05,584,52049,310
214.72526,5.108672,STAR,CarbonWD,-0.004020126,584,52049,330
214.80897,4.9088374,STAR,M5,3.733603e-05,584,52049,339
214.60073,4.7757452,STAR,K7,-8.093852e-05,584,52049,348
215.0902,4.969339,STAR,A0,0.0005084496,584,52049,362
214.96104,5.4020141,STAR,M5,2.138341e-05,584,52049,367
214.94431,52.360619,STAR,K5 (G_19-24),-0.0003173542,7027,56448,6
215.11562,52.302509,STAR,A4V (136729),-0.0006897491,7027,56448,7
215.00261,52.179879,STAR,M5III (221615),-6.848565e-05,7027,56448,8
214.92413,52.379833,STAR,K5 (G_19-24),-0.0001998139,7027,56448,10
214.97269,52.283688,STAR,G4V (32923),-0.0004274441,7027,56448,12
215.3258,52.596445,STAR,WDhotter,-0.0003392899,7027,56448,15
215.31033,52.894867,STAR,K3V (32147),-0.0006939804,7027,56448,20
214.5933,52.246819,STAR,F8V (G_243-63),-0.0005638137,7027,56448,24
214.83933,52.60816,STAR,K5Ve (118100),-0.0004804934,7027,56448,26
214.77225,52.542056,STAR,G8V (101501),-0.0005510525,7027,56448,27
214.62,52.254571,STAR,G4V (32923),-0.0006301705,7027,56448,28
214.58205,52.454113,STAR,Carbon,-0.0004786526,7027,56448,29
214.71806,52.561886,STAR,F8V (G_243-63),-0.0003899725,7027,56448,30
214.49138,52.425738,STAR,G0 (G_101-29),-0.000342143,7027,56448,34
214.57737,52.571063,STAR,M4.5:III (123657),-0.0002219261,7027,56448,35
214.59436,52.695448,STAR,M3III (44478),0.0001491253,7027,56448,37
214.08005,51.855148,STAR,F2V (33256),-0.0003433835,7027,56448,44
214.03597,51.889388,STAR,A2II (39866),-0.0005803421,7027,56448,53
214.69922,52.088241,STAR,K5 (G_19-24),-0.0006967781,7027,56448,54
31.394521,26.866054,STAR,M5III (221615),0.0001194262,10000,57346,5
143.88401,32.269327,STAR,M4.5:III (123657),4.64344e-05,10227,58224,3
143.96746,32.209137,STAR,F3/F5V (30743),0.0007569216,10227,58224,10
143.83608,32.409352,STAR,F3/F5V (30743),-0.0006325468,10227,58224,18
144.01696,32.491769,STAR,M5III (221615),0.0003995395,10227,58224,19
144.2663,32.580469,STAR,F3/F5V (30743),-0.0002143407,10227,58224,26
143.41296,32.215341,STAR,M1 (204445),-1.487082e-05,10227,58224,42
143.47524,32.079763,STAR,F0IV (81937),0.0001526662,10227,58224,46
49.593058,39.89591,STAR,F9,-3.371474e-05,2417,53766,3
49.623946,40.053851,STAR,F9,-0.0001740088,2417,53766,4
49.881818,40.413469,STAR,F9,-0.0001313422,2417,53766,5
49.676911,40.038051,STAR,K5,-7.00215e-05,2417,53766,7
49.829661,40.155578,STAR,WD,-0.0004511272,2417,53766,8
49.465376,40.375461,STAR,F9,-0.0001411532,2417,53766,10
49.659313,40.467132,STAR,K3,-0.0001136907,2417,53766,11
49.626279,40.290308,STAR,L5.5,-0.001526985,2417,53766,12
49.590918,40.145649,STAR,F9,-8.133468e-05,2417,53766,13
49.684136,40.334219,STAR,F9,0.0001107132,2417,53766,14
49.829796,40.40087,STAR,F9,-0.0002213505,2417,53766,16
49.914798,40.500231,STAR,F9,-0.0001843441,2417,53766,17
49.862067,40.38495,STAR,F9,-0.0003037959,2417,53766,19
49.526961,40.509531,STAR,F9,-4.951052e-05,2417,53766,20
50.159722,41.088097,STAR,L9,-0.002434287,2417,53766,21
50.1837,40.619087,STAR,F9,-3.544495e-05,2417,53766,22
50.18239,40.783428,STAR,K1,-6.17551e-05,2417,53766,23
50.36831,41.093045,STAR,T2,-0.003096606,2417,53766,24
50.407066,40.840987,STAR,K1,-0.0002220612,2417,53766,26
50.153847,40.801724,STAR,F9,-0.000129907,2417,53766,28
50.25319,41.16545,STAR,A0,-0.0003682997,2417,53766,29
50.182838,40.733375,STAR,K1,-4.702049e-06,2417,53766,30
50.381745,41.107935,STAR,G2,-0.0008894154,2417,53766,31
50.203413,41.248672,STAR,G0,-0.0003282786,2417,53766,32
50.277606,41.135119,STAR,F9,-8.171507e-05,2417,53766,33
50.310289,41.149187,STAR,F9,-0.0001012802,2417,53766,34
50.602613,41.063564,STAR,F5,-0.0001731273,2417,53766,35
50.51209,41.258721,STAR,F5,-0.0001010185,2417,53766,36
50.544336,41.251231,STAR,F9,-9.586347e-05,2417,53766,37
50.123613,41.180896,STAR,F9,-0.0002911719,2417,53766,38
50.427699,41.214802,STAR,K1,-0.0001414584,2417,53766,40
49.191536,39.897566,STAR,F9,-0.0001083511,2417,53766,41
49.284177,39.921396,STAR,F5,-0.0005008977,2417,53766,42
49.05421,39.996438,STAR,K1,-5.415334e-05,2417,53766,43
49.228778,40.322259,STAR,G2,-3.768714e-05,2417,53766,44
49.190354,39.872553,STAR,F9,-0.0001684402,2417,53766,47
49.095303,39.980438,STAR,K3,-0.0001056518,2417,53766,48
49.140093,39.993225,STAR,K3,-2.737606e-05,2417,53766,49
49.058899,39.892135,STAR,K1,-4.125064e-05,2417,53766,50
49.399796,39.927801,STAR,K5,-3.61518e-05,2417,53766,51
49.431179,40.256592,STAR,F5,-0.0002208467,2417,53766,52
49.138627,40.062207,STAR,F9,-2.204642e-05,2417,53766,53
49.283007,40.251672,STAR,G0,3.380025e-05,2417,53766,54
49.28921,39.875317,STAR,F9,-0.0001911249,2417,53766,55
49.346917,40.183661,STAR,F9,-8.401481e-05,2417,53766,57
49.44788,40.278051,STAR,K1,-1.920424e-05,2417,53766,58
49.285126,40.413942,STAR,CV,-2.783005e-05,2417,53766,59
49.452402,40.308547,STAR,K1,-0.0001856786,2417,53766,60
129.02629,55.795963,STAR,F9,-0.0002064418,3362,54939,57
129.08072,56.057198,STAR,F9,3.301715e-05,3362,54939,58
129.20483,55.690012,STAR,F5,-0.0006748973,3362,54939,59
128.82535,55.167319,STAR,G2,-0.0001665232,3362,54939,61
128.77192,55.438128,STAR,G0,-0.0004043177,3362,54939,62
128.43028,55.180568,STAR,A0,-0.00011696,3362,54939,63
128.85385,55.282836,STAR,G2,2.771863e-05,3362,54939,64
128.34254,55.458356,STAR,F9,-0.0001696166,3362,54939,65
128.79329,55.255118,STAR,G0,0.0001080098,3362,54939,66
128.45288,55.212638,STAR,F9,-0.0001081937,3362,54939,67
128.62886,55.334006,STAR,K3,-0.0001310314,3362,54939,68
128.55007,54.983746,STAR,F9,0.0002993744,3362,54939,69
128.69407,54.936977,STAR,F9,-0.0005233334,3362,54939,70
128.7251,55.176749,STAR,A0,-0.0002085652,3362,54939,71
128.98339,55.524628,STAR,G2,-0.0001702567,3362,54939,72
128.49865,55.363055,STAR,F9,-0.0001288106,3362,54939,73
128.68578,55.348488,STAR,K3,-7.772411e-06,3362,54939,75
128.61773,55.474838,STAR,F9,-6.016827e-05,3362,54939,76
128.7311,54.98243,STAR,M1,1.558112e-05,3362,54939,77
128.96746,55.432722,STAR,M2,-3.446115e-06,3362,54939,79
128.50662,55.166034,STAR,F9,-0.0002306616,3362,54939,80
128.44725,55.869414,STAR,A0,-2.109479e-06,3362,54939,81
128.3853,56.030026,STAR,M1,-0.0001344525,3362,54939,82
128.60286,55.949008,STAR,F9,-5.503334e-05,3362,54939,83
128.89334,55.698556,STAR,M1,-6.979312e-05,3362,54939,85
128.69771,55.538072,STAR,F2,6.423399e-05,3362,54939,86
128.5188,55.642766,STAR,K1,-5.433516e-05,3362,54939,87
128.85782,55.678954,STAR,K3,-0.0001445125,3362,54939,88
128.70754,55.873761,STAR,F9,-0.0001365227,3362,54939,89
128.37944,55.755287,STAR,K1,-0.0001567628,3362,54939,90
128.59528,56.137042,STAR,K3,5.591206e-05,3362,54939,91
128.9226,55.589361,STAR,K5,-0.0001383047,3362,54939,92
128.61007,56.056687,STAR,K1,-0.0001761573,3362,54939,93
128.77777,55.856886,STAR,F9,-0.0001299883,3362,54939,94
128.76132,56.129604,STAR,F9,-0.0003102454,3362,54939,95
128.81286,55.994382,STAR,K1,4.268176e-05,3362,54939,96
128.39225,56.212727,STAR,F9,-3.874168e-05,3362,54939,97
128.62134,56.117475,STAR,F5,-8.219302e-05,3362,54939,98
128.33225,56.143271,STAR,F9,-9.569787e-06,3362,54939,99
128.63767,55.768996,STAR,F5,-0.0007956552,3362,54939,100
127.8481,54.785269,STAR,F2,-0.0001586035,3362,54939,101
128.17535,55.263588,STAR,K3,-0.0001452416,3362,54939,102
127.92549,55.166043,STAR,G0,-9.058048e-05,3362,54939,103
127.86626,55.38532,STAR,F9,-4.364184e-05,3362,54939,105
128.02988,55.23156,STAR,F9,-0.0002278646,3362,54939,106
128.03014,55.184698,STAR,K3,-0.0003368652,3362,54939,107
127.86707,54.920688,STAR,G2,-0.0005212019,3362,54939,108
128.27498,55.203588,STAR,F5,-0.0001516805,3362,54939,109
128.04453,55.302516,STAR,F9,-0.0001585847,3362,54939,110
128.01923,54.942442,STAR,K1,-0.0005608897,3362,54939,111
127.96964,55.066157,STAR,K1,-0.0001634708,3362,54939,112
23.06151,20.597018,STAR,WDmagnetic,0.003588145,7635,56979,126
22.985656,20.93044,STAR,M6III (148783),-0.0004152432,7635,56979,138
23.037257,21.270957,STAR,M5III (221615),0.0001415545,7635,56979,141
23.00774,21.293233,STAR,M5III (221615),-0.000368171,7635,56979,148
23.005338,21.506087,STAR,G0 (63791),-0.0001246486,7635,56979,150
23.024575,21.685449,STAR,Ldwarf,-9.407786e-05,7635,56979,155
23.044434,21.78473,STAR,M5III (221615),2.48908e-05,7635,56979,160
22.964964,20.541267,STAR,K5Ve (118100),-0.0005184754,7635,56979,161
22.946571,20.482569,STAR,M4.5:III (123657),-0.0001910337,7635,56979,164
22.91553,20.635237,STAR,CV,-0.0007918564,7635,56979,165
22.911552,20.653201,STAR,M3III (44478),-1.493226e-05,7635,56979,167
22.97753,21.011156,STAR,M5III (221615),-3.962643e-05,7635,56979,169
22.951912,20.811552,STAR,M5III (221615),-0.0001881495,7635,56979,171
22.872544,21.230043,STAR,F3/F5V (30743),-6.92056e-05,7635,56979,176
228.84981,14.435586,STAR,K3V (32147),-2.890057e-05,5486,56030,62
228.90701,14.954744,STAR,G0Va (143761),0.0005043354,5486,56030,64
228.9675,14.776675,STAR,F3/F5V (30743),-0.0008598011,5486,56030,71
228.95323,14.670573,STAR,K5Ve (118100),-0.0001159974,5486,56030,76
228.83344,13.999475,STAR,K0V (10780),0.0001710838,5486,56030,82
228.84183,13.810138,STAR,CalciumWD,-6.00139e-05,5486,56030,86
228.8636,14.297354,STAR,A2II (39866),0.0001129703,5486,56030,90
336.19818,20.80356,STAR,K3V (32147),-7.970581e-05,6118,56189,462
336.2636,21.000886,STAR,A4V (97603),-0.0008733677,6118,56189,464
336.24598,20.833175,STAR,CV,0.001734701,6118,56189,466
336.22635,21.128036,STAR,K5 (G_19-24),-0.0003818708,6118,56189,472
336.14617,21.150282,STAR,F0IV (81937),3.077774e-05,6118,56189,478
335.97211,21.336568,STAR,A9V (154660),-0.0006443718,6118,56189,486
335.85116,21.056878,STAR,F3/F5V (30743),-0.0008332646,6118,56189,497
335.91855,21.109329,STAR,K3Ib... (17506),-0.002421102,6118,56189,499
335.98401,21.762126,STAR,F3/F5V (30743),-0.000795019,6118,56189,502
335.75341,21.381484,STAR,G0Va (143761),-0.0001907724,6118,56189,510
335.75401,21.34617,STAR,G4V (32923),-0.0003550544,6118,56189,514
335.78223,21.501487,STAR,K3V (32147),-0.0003927274,6118,56189,517
335.84968,21.478347,STAR,G4V (32923),-6.582263e-05,6118,56189,518
135.26635,40.840576,STAR,K7,-2.167118e-05,1200,52668,304
135.24716,40.861443,STAR,M5,0.0004360935,1200,52668,305
136.27285,41.964813,STAR,F5,1.094119e-05,1200,52668,328
136.28079,41.828142,STAR,M6,0.0001531073,1200,52668,334
135.6926,41.63984,STAR,F5,-8.653107e-05,1200,52668,341
135.73751,41.605222,STAR,K5,-8.609313e-05,1200,52668,342
135.68478,41.621443,STAR,M2,-0.0003519692,1200,52668,343
136.9725,42.199536,STAR,B6,0.004153254,1200,52668,364
136.78809,42.030708,STAR,WD,0.0006310708,1200,52668,370
137.02401,42.365767,STAR,M1,0.000533823,1200,52668,379
136.15573,41.503309,STAR,M2V,0.0004643719,1200,52668,381
135.99989,41.33947,STAR,F5,9.585809e-05,1200,52668,383
135.82455,41.388432,STAR,G2,-0.0001006459,1200,52668,392
136.17489,41.311254,STAR,G0,-0.0002667173,1200,52668,393
135.99653,41.417409,STAR,M4,0.004153254,1200,52668,395
137.14138,42.146679,STAR,M4,0.004153254,1200,52668,411
42.165932,-0.96749482,STAR,F0V (90277),-0.0006900326,7337,56662,59
41.863939,-0.73379898,STAR,WDcooler,0.0003426851,7337,56686,60
41.756844,-0.20749,STAR,F6Iab: (187929),0.0001496101,7337,56662,66
41.747548,-1.175743,STAR,F0Ib (36673),-0.0003974325,7337,56686,81
41.786975,-0.934707,STAR,F3/F5V (30743),-0.0005537344,7337,56686,93
41.845716,-1.039261,STAR,WDcooler,0.0004511871,7337,56686,94
124.41948,37.564887,STAR,CV,0.0003531501,893,52589,175
124.16049,37.413342,STAR,M0V,-0.003336764,893,52589,189
124.28611,37.446863,STAR,K3,-0.000100166,893,52589,190
123.91465,37.493613,STAR,M4,0.0001813821,893,52589,222
123.93765,37.824261,STAR,F9,-0.0001847659,893,52589,226
124.09388,37.317428,STAR,K5,2.955766e-05,893,52589,233
123.77894,37.339432,STAR,M3,1.442267e-05,893,52589,234
123.83676,36.966275,STAR,F5,-0.000171617,893,52589,241
123.72167,37.269238,STAR,F5,0.0004447224,893,52589,255
123.87184,37.228072,STAR,M0,0.0001074528,893,52589,260
123.62071,37.652263,STAR,M3,-5.55694e-05,893,52589,272
123.57448,36.604587,STAR,K5,0.0002130996,893,52589,281
358.20402,1.0419286,STAR,F3/F5V (30743),-0.001010762,9178,58081,29
1.74542330000003,-5.0390696,STAR,CV,-0.0002758149,7034,56564,8
1.8101317,-4.9830058,STAR,F0IV (81937),-0.0004355488,7034,56564,14
1.86331089999999,-4.8147827,STAR,F3/F5V (30743),-0.0005049917,7034,56564,16
1.5080744,-5.2912164,STAR,WDcooler,-0.0003606138,7034,56564,22
1.5571056,-5.0767946,STAR,F3/F5V (30743),-0.0003789456,7034,56564,35
354.81698,0.63063349,STAR,WDhotter,-0.0003492412,9177,58044,379
354.47212,0.85871951,STAR,G8V (101501),3.649904e-05,9177,58044,423
354.43205,0.85372159,STAR,CV,0.0001459715,9177,58044,424
326.99545,29.249826,STAR,M4.5:III (123657),-0.0001712076,7642,57651,687
327.016,29.183725,STAR,M4.5:III (123657),3.649408e-05,7642,57651,689
327.32594,29.669065,STAR,M5III (221615),-0.0001028157,7642,57651,705
327.25411,29.629407,STAR,F0IV (81937),-0.0005108103,7642,57651,714
327.21008,29.807421,STAR,M4.5:III (123657),-0.0001206587,7642,57651,715
327.17525,29.682838,STAR,F8V (G_243-63),-0.0004675674,7642,57651,716
327.21384,29.572973,STAR,M4.5:III (123657),-2.092194e-06,7642,57651,717
327.2187,29.675462,STAR,G4V (32923),-0.0006271116,7642,57651,718
327.28265,29.506521,STAR,WDhotter,-0.0004555325,7642,57651,721
327.17894,28.969557,STAR,M1 (204445),-0.0008742507,7642,57651,737
327.49143,30.015919,STAR,WDmagnetic,-0.001023722,7642,57651,742
327.60152,30.040764,STAR,M4.5:III (123657),-5.623086e-05,7642,57651,743
327.68687,30.244574,STAR,M1 (204445),8.579203e-05,7642,57651,745
209.85785,28.415171,STAR,F5,0.0003812361,2120,53852,363
209.67308,27.633845,STAR,M1,0.000141096,2120,53852,392
209.96155,28.124715,STAR,L5.5,-0.002142063,2120,53852,409
209.79954,27.765931,STAR,K5,-0.0002006468,2120,53852,435
210.17748,28.700976,STAR,G2,-0.0001694059,2120,53852,444
210.12406,28.658199,STAR,K3,-0.0005706238,2120,53852,446
32.812202,-0.537517,STAR,M2,0.000190675,1507,53763,264
32.8997,-0.212736,STAR,M2,7.988994e-05,1507,53763,266
32.908688,-0.135752,STAR,M3,9.226061e-05,1507,53763,271
32.920464,-0.454554,STAR,M1,0.0001739434,1507,53763,272
32.641426,-0.571376,STAR,F9,-2.9666e-05,1507,53763,274
32.879929,-0.253184,STAR,M2,0.0001198602,1507,53763,276
32.854477,0.015069,STAR,M2,-1.867693e-07,1507,53763,279
32.727032,-0.070818,STAR,G2,0.0004961669,1507,53763,280
32.815388,-0.995239,STAR,F9,-8.01998e-05,1507,53763,282
32.519913,-0.838822,STAR,F2,-5.663186e-06,1507,53763,283
32.71963,-1.1495331,STAR,K5,-0.000214724,1507,53763,292
33.017597,-0.793833,STAR,M4,-5.786071e-05,1507,53763,293
32.684566,-0.971154,STAR,F9,0.0002762962,1507,53763,296
32.929874,-1.138003,STAR,G2,-0.0002172536,1507,53763,297
33.011448,-0.909702,STAR,M2,-0.0002038408,1507,53763,299
32.648342,-0.38821,STAR,F2,-0.000548945,1507,53763,303
32.597118,-0.210758,STAR,M3,-0.00013067,1507,53763,306
32.406322,-0.088845,STAR,M3,1.015256e-05,1507,53763,315
32.597874,-0.24435,STAR,F9,8.779537e-05,1507,53763,316
32.418091,-0.61601,STAR,F9,-8.371588e-06,1507,53763,320
32.637497,0.712785,STAR,F5,0.0004689267,1507,53763,326
32.821983,1.125196,STAR,M4,-2.902053e-05,1507,53763,327
32.615871,0.773998,STAR,M1,0.0001757359,1507,53763,334
32.634598,0.956267,STAR,M2,1.41721e-05,1507,53763,336
32.824024,0.9003221,STAR,L1,-0.003569111,1507,53763,339
32.404747,0.641563,STAR,K1,4.411152e-05,1507,53763,341
32.435417,0.180118,STAR,K1,-0.0001404508,1507,53763,348
32.552184,0.55632755,STAR,K7,0.0008601121,1507,53763,350
32.408901,0.131383,STAR,M2,-0.0001821973,1507,53763,351
32.614414,0.305164,STAR,M1,5.777246e-05,1507,53763,353
32.543869,0.034395,STAR,M3,0.0002381153,1507,53763,354
32.510139,0.170593,STAR,M0,2.109108e-05,1507,53763,355
32.329266,0.11444,STAR,M5,4.061386e-05,1507,53763,357
32.949618,1.238257,STAR,M5,8.273844e-05,1507,53763,363
33.014256,1.096054,STAR,K3,-5.114447e-05,1507,53763,365
33.138138,1.057318,STAR,M3,-4.640681e-05,1507,53763,367
33.121929,0.759465,STAR,K1,0.0001699627,1507,53763,372
33.150356,1.179071,STAR,K1,7.30686e-06,1507,53763,379
32.852882,0.466722,STAR,M5,6.954627e-05,1507,53763,381
32.921913,0.40881,STAR,M4,-0.0001627179,1507,53763,385
33.035774,0.61707358,STAR,M3,7.152467e-06,1507,53763,386
178.87376,51.272469,STAR,M3,-2.635279e-05,881,52368,12
179.50892,51.349388,STAR,A0p,0.001755499,881,52368,18
179.56379,51.913597,STAR,F9,-0.0001260365,881,52368,26
178.46701,51.197072,STAR,CV,0.003332851,881,52368,47
152.20669,4.060993,STAR,F5,-0.0001394781,573,52325,559
152.63792,5.2074042,STAR,M6,0.0001167532,573,52325,561
152.48685,4.987417,STAR,CarbonWD,0.001030852,573,52325,569
152.44431,5.155024,STAR,A0,-9.743493e-05,573,52325,575
152.5163,4.9479531,STAR,A0,0.0003124066,573,52325,577
152.60682,4.8991627,STAR,A0,0.0002869681,573,52325,578
152.56563,5.2019806,STAR,L9,-0.0001138435,573,52325,579
152.65378,4.1434794,STAR,M6,-5.540299e-05,573,52325,595
152.70588,4.1257821,STAR,WD,-0.0001341566,573,52325,598
152.75902,4.9266928,STAR,A0,0.0004794661,573,52325,603
152.691,5.1531352,STAR,F5,0.0005132105,573,52325,605
325.05528,3.1085933,STAR,M5III (221615),-7.619821e-05,11321,58425,7
325.1402,3.2239443,STAR,M5III (221615),-0.0005874546,11321,58425,13
325.25595,3.2709926,STAR,F3/F5V (30743),-0.0006735846,11321,58425,16
324.96836,2.9077061,STAR,WDmagnetic,-0.003332648,11321,58425,25
324.99404,3.2581752,STAR,WDcooler,-0.001338331,11321,58425,34
324.90622,2.4000045,STAR,K4III (136726),0.001966657,11321,58425,46
8.56742,-10.5536,STAR,M1,-0.000110606,3105,54825,59
8.7386103,-10.8391,STAR,F5,-0.0005236827,3105,54825,60
9.1213398,-10.5269,STAR,K7,7.025586e-08,3105,54825,61
8.9099998,-10.2095,STAR,A0,-0.0004783623,3105,54825,62
8.9538603,-10.2809,STAR,F5,-4.679526e-05,3105,54825,63
9.0860701,-10.5975,STAR,F9,-0.0001445779,3105,54825,64
8.8537903,-10.5055,STAR,K3,7.530383e-06,3105,54825,65
8.93329,-10.313481,STAR,G2,0.0001749818,3105,54825,66
9.0980597,-10.1135,STAR,G2,0.000164889,3105,54825,67
9.1142998,-10.2428,STAR,K1,-0.0001908162,3105,54825,68
9.0032597,-10.4266,STAR,F5,-0.0005410145,3105,54825,69
9.0214005,-10.475,STAR,K5,5.685364e-05,3105,54825,70
9.1131201,-10.0028,STAR,F5,0.0007349518,3105,54825,71
9.1328602,-10.2537,STAR,A0,-0.0001777567,3105,54825,73
9.1550903,-10.0145,STAR,F5,-0.0007401202,3105,54825,74
8.89779,-10.1957,STAR,F9,8.007203e-05,3105,54825,75
9.1717701,-10.0917,STAR,F9,-7.789831e-05,3105,54825,77
8.7897596,-10.4587,STAR,K1,5.947097e-05,3105,54825,78
8.9731102,-9.9432201,STAR,F5,-0.0007818678,3105,54825,79
9.1168404,-10.2159,STAR,F5,-0.0003732679,3105,54825,80
8.243062,-10.840318,STAR,K1,1.311579e-05,3105,54825,81
8.4456797,-11.0544,STAR,A0,-0.0004559283,3105,54825,82
8.2351704,-11.0992,STAR,F5,0.0002707497,3105,54825,83
8.3454103,-11.1644,STAR,M4,-2.570066e-05,3105,54825,84
8.2047796,-10.9307,STAR,F5,-0.0005129447,3105,54825,85
8.4453096,-11.0813,STAR,A0,-0.0005633862,3105,54825,86
8.2364197,-10.8123,STAR,G2,-0.0002588216,3105,54825,87
8.3617296,-10.9821,STAR,F5,0.0003368276,3105,54825,88
8.55058,-11.1988,STAR,M0V,-0.0004351546,3105,54825,89
8.3274097,-10.7349,STAR,K1,-0.0001422964,3105,54825,91
8.2285099,-10.5371,STAR,F9,2.909402e-05,3105,54825,92
8.2584295,-10.759,STAR,F5,-0.0001399129,3105,54825,93
8.28162,-10.5919,STAR,M0,0.0002266971,3105,54825,95
8.4516096,-10.8532,STAR,F5,-0.0005659041,3105,54825,96
8.3506002,-11.109,STAR,F9,5.901669e-05,3105,54825,97
8.5536699,-10.766,STAR,F5,0.0004339936,3105,54825,98
8.26686,-10.6026,STAR,K1,-6.053051e-05,3105,54825,99
8.3747902,-10.5897,STAR,A0,-0.0004670818,3105,54825,100
8.6827297,-10.5404,STAR,F5,0.0001513765,3105,54825,101
8.5484104,-10.3447,STAR,F5,-0.0008401411,3105,54825,102
8.7006798,-10.4815,STAR,F9,0.0002499078,3105,54825,103
8.5887098,-10.4822,STAR,F9,-0.000499666,3105,54825,104
8.6477499,-10.5071,STAR,G0,-0.0004673119,3105,54825,105
8.6258698,-10.5156,STAR,F2,-0.0003851663,3105,54825,106
8.7023802,-10.4518,STAR,K5,-0.0001967371,3105,54825,107
8.6176701,-10.1638,STAR,F5,0.0001052957,3105,54825,108
8.6648798,-10.4691,STAR,M1,-0.000140693,3105,54825,109
8.6931896,-10.3404,STAR,F9,-0.0001102443,3105,54825,111
8.6525297,-10.0399,STAR,K5,-3.239496e-05,3105,54825,112
8.7107,-10.085,STAR,A0,-0.0008211637,3105,54825,113
8.6302795,-10.3647,STAR,K7,-3.209096e-05,3105,54825,114
8.6376801,-10.021,STAR,F9,-7.69352e-05,3105,54825,115
133.77879,38.527314,STAR,M6,-1.620759e-05,1198,52669,127
134.31751,39.291449,STAR,M1,0.0001133574,1198,52669,142
134.40917,39.101885,STAR,B9,0.0007111515,1198,52669,156
134.08618,39.101022,STAR,L9,-0.0008086138,1198,52669,180
133.6036,39.083706,STAR,K7,0.0003751905,1198,52669,181
133.63439,38.985856,STAR,F5,-0.0001875652,1198,52669,184
144.03265,19.621514,STAR,M2Iab: (36389),-0.001725222,9552,57814,597
144.22363,19.239812,STAR,M5III (221615),1.61283e-05,9552,57814,607
144.39583,20.220011,STAR,F3/F5V (30743),0.0009901216,9552,57814,627
220.31174,39.475113,STAR,K5,-0.0001084384,3386,54952,233
220.24454,39.600917,STAR,F5,-0.000830517,3386,54952,234
220.14327,39.450063,STAR,K3,-6.283606e-05,3386,54952,235
220.47116,39.446018,STAR,F2,-0.0003556889,3386,54952,236
220.32131,39.853974,STAR,A0,-0.0007175601,3386,54952,237
220.3329,39.62334,STAR,T2,-0.0001089162,3386,54952,238
220.34466,39.54115,STAR,G2,-0.0003676254,3386,54952,240
220.4595,38.820213,STAR,M1,-0.0001246712,3386,54952,241
220.59879,38.901779,STAR,F5,-0.0003034309,3386,54952,242
220.4547,38.797233,STAR,F5,-2.470162e-05,3386,54952,244
220.5317,39.265293,STAR,F5,-0.0001843048,3386,54952,245
220.71845,38.657346,STAR,A0,-0.0004724983,3386,54952,246
220.57473,38.634398,STAR,F9,-4.210194e-05,3386,54952,247
220.85561,38.522595,STAR,K5,-7.462132e-05,3386,54952,248
220.44219,39.212338,STAR,F5,-0.0004628137,3386,54952,249
220.50896,38.595542,STAR,K5,-1.920093e-05,3386,54952,250
220.4854,38.944193,STAR,F9,-0.0001956141,3386,54952,251
220.59875,39.020419,STAR,A0,-0.0004463353,3386,54952,252
220.44654,39.097978,STAR,F9,-0.000339612,3386,54952,253
220.38502,39.019484,STAR,K1,7.539525e-05,3386,54952,254
220.54131,39.364065,STAR,F9,-0.0007049728,3386,54952,255
220.57125,39.265765,STAR,F9,-0.000162914,3386,54952,256
220.50512,38.649325,STAR,F5,-0.0003060237,3386,54952,257
220.3669,39.338733,STAR,F5,-0.0004423538,3386,54952,258
220.61035,38.972017,STAR,M3,3.103389e-05,3386,54952,259
220.65797,39.184732,STAR,F5,0.0003813391,3386,54952,260
219.92597,39.98211,STAR,L9,-0.0001030196,3386,54952,261
219.7105,39.958103,STAR,F9,-0.0001348209,3386,54952,262
219.73977,40.074215,STAR,F2,0.0003118673,3386,54952,263
220.09605,39.591157,STAR,K3,-0.0002048829,3386,54952,264
220.08031,39.548662,STAR,G2,-9.866358e-06,3386,54952,265
219.89422,39.968807,STAR,K7,-0.0001735842,3386,54952,266
219.95409,39.677465,STAR,F9,-7.975044e-05,3386,54952,267
219.96522,39.730399,STAR,K5,-2.05651e-05,3386,54952,268
219.8936,39.699298,STAR,K5,9.021913e-07,3386,54952,269
219.7999,39.987512,STAR,A0,-0.0003578307,3386,54952,271
219.91132,40.060455,STAR,K3,-3.483303e-05,3386,54952,272
220.07876,39.773368,STAR,A0,-0.0008966465,3386,54952,273
219.76393,39.409283,STAR,K7,8.202656e-07,3386,54952,274
219.88202,39.905238,STAR,K3,3.120225e-05,3386,54952,275
219.98619,39.978767,STAR,F5,-0.000804703,3386,54952,276
219.73021,39.83441,STAR,G0,9.453778e-05,3386,54952,277
219.69971,39.660411,STAR,K3,-6.170664e-05,3386,54952,278
219.70392,39.83877,STAR,F2,-0.0005335626,3386,54952,279
219.78953,39.593412,STAR,F9,-0.0002279503,3386,54952,280
220.42769,38.791469,STAR,F5,0.0001319899,3386,54952,281
220.35873,38.803915,STAR,A0,0.0001999768,3386,54952,282
219.98204,39.368775,STAR,F5,-0.0001197659,3386,54952,284
220.29784,38.821608,STAR,F2,-0.0008770543,3386,54952,285
220.229,38.844115,STAR,K5,-0.0001222063,3386,54952,286
